cid,smiles,herbs,herb_count,herb_4qi,herb_guijing,molecular_formula,molecular_mass_amu,charge,multiplicity,atom_count,heavy_atom_count,element_count,electron_count,final_electronic_energy_eh,zpe_eh,zpe_kcal_mol,thermal_vibrational_correction_eh,thermal_rotational_correction_eh,thermal_translational_correction_eh,total_thermal_correction_eh,total_thermal_energy_eh,enthalpy_correction_eh,total_enthalpy_eh,electronic_entropy_term_eh,vibrational_entropy_term_eh,rotational_entropy_term_eh,translational_entropy_term_eh,final_entropy_term_eh,final_entropy_term_kcal_mol,gibbs_correction_eh,final_gibbs_free_energy_eh,homo_eh,homo_ev,lumo_eh,lumo_ev,homo_lumo_gap_eh,homo_lumo_gap_ev,dipole_x_au,dipole_y_au,dipole_z_au,dipole_magnitude_au,dipole_magnitude_debye,rot_const_a_cm1,rot_const_b_cm1,rot_const_c_cm1,rot_const_a_mhz,rot_const_b_mhz,rot_const_c_mhz,frequency_count,imaginary_frequency_count,lowest_frequency_cm1,lowest_positive_frequency_cm1,highest_frequency_cm1,ir_peak_count,max_ir_intensity_km_mol
14315,CCC1=CC=CC2=CC=CC=C21,倒扣草,1,凉,肝、肺、膀胱,C12H12,156.23,0,1,24,12,2,83.999975603159,-464.430094723012,0.20348948,127.69,0.0068873,0.00141627,0.00141627,0.00971984,-464.2168854,0.00094421,-464.21594119,0.0,0.01129316,0.01446536,0.01950311,0.04526163,28.4,0.16889191,-464.26120282,-0.216241,-5.8842,-0.044122,-1.2006,0.172119,4.6836,-0.104905898,-0.092395209,-0.000836231,0.139795642,0.355332282,0.046354,0.03074,0.019423,1389.658119,921.56496,582.293031,66,0,89.59,89.59,3204.06,66,76.69
14340,COC1=C(C=CC(=C1)CCC(=O)O)O,太子参 | 银柴胡,2,平 | 微寒,脾、肺 | 肝、胃,C10H12O4,196.2,0,1,26,14,3,103.99998760988,-689.120256196139,0.20741965,130.16,0.01130525,0.00141627,0.00141627,0.01413779,-688.89869875,0.00094421,-688.89775454,0.0,0.0201724,0.01537678,0.01982577,0.05537495,34.75,0.1671267,-688.95312949,-0.226187,-6.1549,-0.018874,-0.5136,0.207313,5.641299999999999,-1.320924624,-0.216770921,1.666019295,2.137159747,5.43222837,0.050594,0.009326,0.008509,1516.772702,279.575548,255.100469,72,0,22.53,22.53,3800.29,72,263.19
14504,CN1C=CC=C1C=O,罗汉果,1,凉,肺、大肠,C6H7NO,109.13,0,1,15,8,4,57.999995891396,-362.760040940581,0.11980351,75.18,0.00451252,0.00141627,0.00141627,0.00734506,-362.63289237,0.00094421,-362.63194816,0.0,0.00762766,0.01332797,0.01899496,0.03995059,25.07,0.08814219,-362.67189875,-0.234497,-6.381,-0.055462,-1.5092,0.179035,4.8718,-1.643410015,-1.058339209,-0.071438234,1.956011702,4.971786633,0.113923,0.064878,0.041662,3415.311169,1944.991998,1248.980626,39,0,114.63,114.63,3264.85,39,351.09
14505,CC(=O)C1=CC=CO1,凌霄花 | 柴胡 | 沙棘 | 牛膝 | 矮地茶 | 紫苏子 | 罗布麻叶 | 罗汉果 | 黄柏,9,微寒 | 微寒 | 温 | 平 | 平 | 温 | 凉 | 凉 | 寒,肝、心包 | 肝、胆、肺 | 脾、胃、肺、心 | 肝、肾 | 肺、肝 | 肺、大肠 | 肝 | 肺、大肠 | 肾、膀胱,C6H6O2,110.11,0,1,14,8,3,58.000001547767,-382.633893905519,0.10697543,67.13,0.00435878,0.00141627,0.00141627,0.00719133,-382.51972715,0.00094421,-382.51878294,0.0,0.00746776,0.01324716,0.01900767,0.03972259,24.93,0.07538838,-382.55850552,-0.250275,-6.8103,-0.061988,-1.6868,0.18828700000000004,5.1235,-1.067986082,0.75632505,0.074400361,1.310784981,3.331750643,0.162637,0.054573,0.041171,4875.731147,1636.046275,1234.27893,36,0,81.45,81.45,3278.1,36,213.78
14519,CC1=CC(=C(C=C1)OC)O,梅花,1,平,肝、胃、肺,C8H10O2,138.17,0,1,20,10,3,74.000003035576,-461.248659955911,0.16404151,102.94,0.00711673,0.00141627,0.00141627,0.00994927,-461.07466918,0.00094421,-461.07372497,0.0,0.01197217,0.01407558,0.0193291,0.04537685,28.47,0.12955813,-461.11910183,-0.2054,-5.5892,-0.002725,-0.0742,0.202675,5.515,0.302476687,-0.174614396,0.001034008,0.349261224,0.887751481,0.083217,0.03233,0.023489,2494.772854,969.23074,704.195843,54,0,55.55,55.55,3798.97,54,265.61
14529,CC1=CC=C(C=C1)C(C)(C)O,升麻 | 川芎 | 木香 | 柴胡 | 火麻仁 | 生姜 | 细辛 | 胡椒 | 芫荽 | 菊花 | 蒿本 | 辛夷 | 郁金 | 防风 | 陈皮 | 麻黄,16,微寒 | 温 | 温 | 微寒 | 平 | 微温 | 温 | 热 | 温 | 微寒 | 温 | 温 | 寒 | 微温 | 温 | 温,肺、脾、胃、大肠 | 肝、胆、心包 | 脾、胃、大肠、三焦、胆 | 肝、胆、肺 | 脾、胃、大肠 | 肺、脾、胃 | 心、肺、肾 | 胃、大肠 | 肺、脾 | 肺、肝 | 膀胱 | 肺、胃 | 肝、心、肺 | 膀胱、肝、脾 | 肺、脾 | 肺、膀胱,C10H14O,150.22,0,1,25,11,3,81.999988972045,-464.64968908804,0.21561313,135.3,0.00878152,0.00141627,0.00141627,0.01161407,-464.42246189,0.00094421,-464.42151768,0.0,0.01529565,0.01434378,0.01944758,0.049087,30.8,0.1790844,-464.47060468,-0.237979,-6.4757,-0.011897,-0.3237,0.226082,6.152,-0.382077349,0.455648682,0.112658964,0.605219683,1.53834618,0.086738,0.021373,0.019315,2600.32798,640.758246,579.034298,69,0,13.42,13.42,3777.64,69,70.59
14749,CC1=C2C(=CC(=C1C(=O)O)O)C(=O)C3=C(C2=O)C(=C(C(=C3O)O)[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,黑老虎,1,温,肝、脾,C22H20O13,492.39,0,1,55,35,3,255.999962941107,-1828.221147412004,0.41265731,258.95,0.02813015,0.00141627,0.00141627,0.03096269,-1827.77752741,0.00094421,-1827.7765832,0.0,0.04953249,0.01780651,0.02112892,0.08846792,55.51,0.35609629,-1827.86505112,-0.233811,-6.3623,-0.126698,-3.4476,0.10711299999999999,2.9147000000000003,-1.266645595,-0.328598457,1.27525579,1.827196032,4.644363219,0.008315,0.00175,0.001605,249.290755,52.463684,48.123623,159,0,16.91,16.91,3825.03,159,589.95
14768,O[Si](=O)O,萹蓄,1,微寒,膀胱,H2O3Si,78.1,0,1,6,4,3,40.00001129411,-516.47435818228,0.0329071,20.65,0.00191214,0.00141627,0.00141627,0.00474468,-516.4367064,0.00094421,-516.43576219,0.0,0.00283895,0.01174072,0.01852115,0.03310083,20.77,0.00549516,-516.46886302,-0.294933,-8.0255,-0.046096,-1.2543,0.248837,6.771199999999999,-0.000276309,-0.72592795,0.008619779,0.725979177,1.845292419,0.2754,0.247485,0.130349,8256.274175,7419.406775,3907.750994,12,0,318.97,318.97,3842.01,12,283.44
14918,COC(=O)C1=COC=C1,川芎 | 黄柏,2,温 | 寒,肝、胆、心包 | 肾、膀胱,C6H6O3,126.11,0,1,15,9,3,66.000004203911,-457.866546460677,0.11283753,70.81,0.00523124,0.00141627,0.00141627,0.00806379,-457.74564515,0.00094421,-457.74470094,0.0,0.00910001,0.01366185,0.01919981,0.04196167,26.33,0.07988385,-457.78666261,-0.24958,-6.7914,-0.037889,-1.031,0.211691,5.760400000000001,-0.06679559,-0.834664961,-0.064520233,0.839815521,2.13464141,0.155749,0.034405,0.02833,4669.238157,1031.43316,849.317033,39,0,70.81,70.81,3291.29,39,272.58
14985,CC1=C(C2=C(CC[C@@](O2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=C1O)C)C,丹参 | 木棉花 | 木蝴蝶 | 桑叶 | 沙棘 | 玫瑰花 | 红花 | 绿豆 | 莱菔子 | 葎草 | 蔓荆子 | 麦芽,12,微寒 | 凉 | 凉 | 寒 | 温 | 温 | 温 | 寒 | 平 | 平 | 微寒 | 平,心、肝 | 脾、肝、大肠 | 肺、肝、胃 | 肺、肝 | 脾、胃、肺、心 | 肝、脾 | 心、肝 | 心、胃 | 肺、脾、胃 | 肺、肾、大肠 | 膀胱、肝、胃 | 脾、胃、肝,C29H50O2,430.72,0,1,81,31,3,240.00014578584,-1285.463194226309,0.73757044,462.83,0.03396716,0.00141627,0.00141627,0.0367997,-1284.68882408,0.00094421,-1284.68787987,0.0,0.06098007,0.01735641,0.0209394,0.09927588,62.3,0.67603848,-1284.78715575,-0.193082,-5.254,-0.003256,-0.0886,0.189826,5.1654,-0.07422342,-0.365051462,-0.157155547,0.40431368,1.027683703,0.005878,0.003625,0.002845,176.214485,108.662677,85.283219,237,0,18.06,18.06,3821.63,237,137.45
14987,CN1C[C@@H](C=C2[C@H]1CC3=CNC4=CC=CC2=C34)CO,牵牛子,1,寒,肺、肾、大肠,C16H18N2O,254.33,0,1,37,19,4,136.000000755829,-805.12186471684,0.31214615,195.87,0.01317451,0.00141627,0.00141627,0.01600706,-804.79371151,0.00094421,-804.7927673,0.0,0.02223008,0.01590453,0.0201933,0.0583279,36.6,0.27076951,-804.8510952,-0.192014,-5.225,-0.02831,-0.7703,0.163704,4.4547,0.240908043,0.451761646,0.602260661,0.790470223,2.009215632,0.021533,0.00917,0.006648,645.550722,274.914905,199.298881,105,0,35.47,35.47,3815.64,105,119.02
14989,C1=CC2=C(C(=C1)O)C(=O)C3=C([C@@H]2[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)C=C(C=C3O)CO,芦荟,1,寒,肝、胃、大肠,C21H22O9,418.4,0,1,52,30,3,220.000079527684,-1490.356782218164,0.41104079,257.93,0.0250651,0.00141627,0.00141627,0.02789765,-1489.91784378,0.00094421,-1489.91689957,0.0,0.04417128,0.0171208,0.0208983,0.08219038,51.58,0.35769226,-1489.99908996,-0.230497,-6.2722,-0.067113,-1.8262,0.163384,4.446,0.438013281,-0.7719237,0.993967785,1.332551609,3.387077015,0.006469,0.00439,0.003516,193.925067,131.598079,105.401769,150,0,18.94,18.94,3815.4,150,255.28
15068,CC1=CC(=C(C=C1)O)C(=O)C,三棱 | 吴茱萸 | 威灵仙 | 川芎 | 当归 | 独活 | 金钱草,7,平 | 热 | 温 | 温 | 温 | 微温 | 微寒,肝、脾 | 肝、脾、胃、肾 | 膀胱 | 肝、胆、心包 | 肝、心、脾 | 肾、膀胱 | 肝、胆、肾、膀胱,C9H10O2,150.18,0,1,21,11,3,79.999987410914,-499.36513291451,0.16883724,105.95,0.00807239,0.00141627,0.00141627,0.01090494,-499.18539074,0.00094421,-499.18444653,0.0,0.01415257,0.01436131,0.01944716,0.04796104,30.1,0.13272534,-499.23240757,-0.230796,-6.2803,-0.055879,-1.5205,0.174917,4.7598,-1.583721005,0.031720393,-0.194608783,1.595948302,4.056578202,0.056406,0.030531,0.020034,1691.011937,915.308297,600.597674,57,0,19.85,19.85,3778.6,57,234.42
15076,CCCCCCCCCCCCCCCCCO,人参 | 党参 | 沙棘 | 满山红 | 白芷 | 肉苁蓉,6,微温 | 平 | 温 | 寒 | 温 | 温,脾、肺、心、肾 | 脾、肺 | 脾、胃、肺、心 | 肺 | 胃、大肠、肺 | 肾、大肠,C17H36O,256.47,0,1,54,18,3,145.999951768774,-744.576068759074,0.50549611,317.2,0.02178249,0.00141627,0.00141627,0.02461503,-744.04595762,0.00094421,-744.04501341,0.0,0.04137273,0.01654219,0.02020517,0.07812009,49.02,0.45293527,-744.12313349,-0.270171,-7.3517,0.027815,0.7569,0.297986,8.108600000000001,-0.557455614,0.096361775,0.433642629,0.712803117,1.811801536,0.160553,0.001459,0.001452,4813.252963,43.727466,43.534397,156,0,10.32,10.32,3792.11,156,386.92
15100,CC1=C(N=C(C=C1)C)C,木蝴蝶,1,凉,肺、肝、胃,C8H11N,121.18,0,1,20,9,3,65.999993504992,-366.170964791946,0.17071246,107.12,0.00645622,0.00141627,0.00141627,0.00928877,-365.99096356,0.00094421,-365.99001936,0.0,0.01103855,0.01369435,0.01914335,0.04387626,27.53,0.13706918,-366.03389561,-0.238887,-6.5004,-0.021891,-0.5957,0.216996,5.9047,-0.357931885,0.566520171,-0.018634712,0.670378692,1.703967218,0.099476,0.045111,0.031578,2982.229228,1352.40555,946.698255,54,0,73.3,73.3,3185.77,54,51.35
15109,COC1=C(C(=CC=C1)OC)C(=O)O,仙茅 | 灯盏细辛,2,热 | 温,肾、肝、脾 | 心、肺,C9H10O4,182.18,0,1,23,13,3,96.000003536142,-649.806090506612,0.18000219,112.95,0.00947143,0.00141627,0.00141627,0.01230397,-649.61378434,0.00094421,-649.61284013,0.0,0.01626635,0.01480053,0.01972072,0.05078761,31.87,0.14246276,-649.66362774,-0.236773,-6.4429,-0.04397,-1.1965,0.192803,5.2463999999999995,-0.828220576,-2.288546061,0.458113515,2.476542023,6.29486956,0.038011,0.023801,0.015041,1139.554389,713.535104,450.907552,63,0,54.83,54.83,3668.3,63,387.88
15145,CC1=CCCO1,木贼,1,平,肺、肝,C5H8O,84.12,0,1,14,6,3,46.000001147721,-270.503939306353,0.12035357,75.52,0.00316566,0.00141627,0.00141627,0.0059982,-270.37758754,0.00094421,-270.37664333,0.0,0.00526634,0.01239808,0.0186263,0.03629071,22.77,0.09100527,-270.41293404,-0.207903,-5.6573,0.032411,0.8819,0.240314,6.5392,0.167991764,0.26280664,-0.054362222,0.316613035,0.804766379,0.252923,0.109203,0.079922,7582.450133,3273.81623,2396.006468,36,0,111.72,111.72,3237.28,36,60.24
15246,CC(C)SC,大蒜,1,温,脾、胃、肺,C4H10S,90.18,0,1,15,5,3,50.000006461253,-556.572757824406,0.13204021,82.86,0.0046187,0.00141627,0.00141627,0.00745124,-556.43326637,0.00094421,-556.43232216,0.0,0.00784736,0.01264833,0.01872492,0.03922061,24.61,0.10121505,-556.47154277,-0.216884,-5.9017,0.027138,0.7385,0.244022,6.6402,-0.02667059,0.534812059,0.312889294,0.620189462,1.576396333,0.201209,0.091761,0.070366,6032.108574,2750.921706,2109.518069,39,0,68.89,68.89,3123.55,39,41.41
15264,CCCCCCCCCCCCCCCCC(C)C,功劳木,1,寒,肝、胃、大肠,C19H40,268.53,0,1,59,19,2,153.999949499762,-747.967469035413,0.55683781,349.42,0.02330245,0.00141627,0.00141627,0.02613499,-747.38449623,0.00094421,-747.38355202,0.0,0.04403205,0.01681712,0.02027022,0.08111939,50.9,0.50279762,-747.46467141,-0.285473,-7.7681,0.0318,0.8653,0.31727299999999997,8.6334,0.012883503,-0.00738091,0.035104579,0.038115534,0.096881989,0.108087,0.00133,0.001322,3240.352284,39.862111,39.623281,171,0,10.08,10.08,3097.35,171,369.98
15265,CCCCCCCCCCCCCCCC(C)C,人参叶 | 山茱萸,2,寒 | 微温,肺、胃 | 肝、肾,C18H38,254.5,0,1,56,18,2,146.000041447487,-708.663818310116,0.52846493,331.62,0.02193315,0.00141627,0.00141627,0.02476569,-708.11058768,0.00094421,-708.10964347,0.0,0.04132332,0.01663943,0.02019424,0.07815698,49.04,0.47601785,-708.18780046,-0.286075,-7.7845,0.031865,0.8671,0.31794,8.6516,0.012204117,0.03059091,0.044369754,0.055257753,0.140454046,0.112976,0.00157,0.00156,3386.927358,47.079139,46.766363,162,0,11.09,11.09,3097.37,162,317.68
15266,CCCCCCCCCCCCCCC(C)C,山茱萸 | 柴胡 | 紫苏子,3,微温 | 微寒 | 温,肝、肾 | 肝、胆、肺 | 肺、大肠,C17H36,240.47,0,1,53,17,2,137.99989296465,-669.36013586243,0.50011436,313.83,0.02054986,0.00141627,0.00141627,0.0233824,-668.8366391,0.00094421,-668.83569489,0.0,0.03853268,0.01645628,0.02011394,0.0751029,47.13,0.44933807,-668.91079779,-0.286734,-7.8024,0.031945,0.8693,0.318679,8.6717,-0.012548653,0.00888966,-0.035053367,0.038278366,0.097295875,0.117053,0.001874,0.001859,3509.156585,56.187679,55.745762,153,0,12.72,12.72,3097.34,153,324.56
15267,CCCCCCCCCCCCCC(C)C,山茱萸 | 辣椒 | 金银花 | 银杏叶,4,微温 | 热 | 寒 | 平,肝、肾 | 心、脾 | 肺、心、胃 | 心、肺,C16H34,226.45,0,1,50,16,2,129.999968371817,-630.055360729105,0.47195838,296.16,0.01913467,0.00141627,0.00141627,0.02196721,-629.56143514,0.00094421,-629.56049093,0.0,0.03570948,0.01631146,0.02002882,0.07204976,45.21,0.42282004,-629.63254069,-0.287043,-7.8108,0.030548,0.8313,0.317591,8.642100000000001,0.033921267,0.016166142,-0.001461017,0.037604934,0.095584146,0.103356,0.002318,0.002314,3098.524707,69.49944,69.365184,144,0,14.77,14.77,3088.99,144,217.69
15269,CCCCCCCCCCCC(C)C,人参 | 木贼 | 款冬花 | 玉米须 | 辣椒,5,微温 | 平 | 温 | 平 | 热,脾、肺、心、肾 | 肺、肝 | 肺 | 膀胱、肝、胆 | 心、脾,C14H30,198.39,0,1,44,14,2,114.000017225478,-551.44916113548,0.41501121,260.42,0.01643401,0.00141627,0.00141627,0.01926656,-551.01488337,0.00094421,-551.01393916,0.0,0.03039474,0.0158204,0.01984151,0.06605664,41.45,0.36916534,-551.0799958,-0.289369,-7.8741,0.032274,0.8782,0.321643,8.7523,-0.011612302,-0.021506244,-0.049963046,0.05562077,0.141376762,0.134961,0.003431,0.003388,4046.041055,102.85516,101.570853,126,0,18.55,18.55,3097.38,126,226.65
15304,CC1=CC2=C(C=C1)C=CC3=C2C=C(C=C3)C,枇杷叶 | 西河柳 | 银柴胡,3,微寒 | 平 | 微寒,肺、胃 | 心、肺、胃 | 肝、胃,C16H14,206.29,0,1,30,16,2,110.000009289529,-618.055832664219,0.24854716,155.97,0.01030405,0.00141627,0.00141627,0.01313659,-617.79414892,0.00094421,-617.79320471,0.0,0.01737345,0.01539557,0.01989677,0.0526658,33.05,0.20996216,-617.8458705,-0.21027,-5.7217,-0.039108,-1.0642,0.171162,4.657500000000001,-1.3628e-05,0.245195108,-0.00337575,0.245218345,0.623295498,0.032193,0.01294,0.009262,965.113261,387.930507,277.65475,84,0,63.92,63.92,3200.13,84,74.24
15305,CC1=CC2=C(C=C1)C3=C(C=C2)C=C(C=C3)C,白附子,1,温,胃、肝,C16H14,206.29,0,1,30,16,2,110.000002560218,-618.055999654231,0.24846852,155.92,0.01032802,0.00141627,0.00141627,0.01316057,-617.79437057,0.00094421,-617.79342636,0.0,0.01741074,0.01531691,0.01989677,0.05262442,33.02,0.20994887,-617.84605078,-0.215263,-5.8576,-0.042552,-1.1579,0.172711,4.6997,1.338e-06,0.068800509,0.002871573,0.06886041,0.175029252,0.053193,0.01008,0.0085,1594.676443,302.177882,254.838115,84,0,57.6,57.6,3208.19,84,85.94
15308,C=CCCCC(=O)O,桔梗,1,平,肺,C6H10O2,114.14,0,1,18,8,3,62.000004979973,-385.054714119586,0.15167943,95.18,0.00642759,0.00141627,0.00141627,0.00926013,-384.89377456,0.00094421,-384.89283035,0.0,0.01151007,0.01376481,0.0190586,0.04433348,27.82,0.11755028,-384.93716384,-0.266924,-7.2634,-0.002203,-0.0599,0.264721,7.2035,0.653916481,-1.495561006,0.048606097,1.632994807,4.150742934,0.231712,0.023657,0.022267,6946.555804,709.229162,667.555986,48,0,37.89,37.89,3773.2,48,243.68
15394,CCC(=O)C=C,吴茱萸 | 蚕沙 | 辣椒,3,热 | 温 | 热,肝、脾、胃、肾 | 肝、脾、胃 | 心、脾,C5H8O,84.12,0,1,14,6,3,46.000000740135,-270.509422066603,0.11762235,73.81,0.00427854,0.00141627,0.00141627,0.00711108,-270.38468864,0.00094421,-270.38374443,0.0,0.00738941,0.01263866,0.0186263,0.03865437,24.26,0.08702327,-270.4223988,-0.255354,-6.9485,-0.06413,-1.7451,0.191224,5.2034,0.188781614,1.034551687,-0.084630991,1.055034642,2.681684943,0.321437,0.070143,0.058815,9636.437682,2102.842551,1763.222913,36,0,62.72,62.72,3233.06,36,97.05
15395,CCCC(=O)C=C,辣椒 | 金银花,2,热 | 寒,心、脾 | 肺、心、胃,C6H10O,98.14,0,1,17,7,3,53.999999821161,-309.812815446943,0.14601537,91.63,0.00560645,0.00141627,0.00141627,0.008439,-309.65836108,0.00094421,-309.65741687,0.0,0.00985861,0.0132162,0.01884472,0.04191953,26.3,0.11347904,-309.69933641,-0.25442,-6.9231,-0.063898,-1.7388,0.19052199999999997,5.1843,0.048554866,-1.005561559,0.086521139,1.010444225,2.56834511,0.275774,0.039855,0.0355,8267.489967,1194.827811,1064.265946,45,0,56.4,56.4,3232.96,45,97.91
15410,C(CS(=O)(=O)Cl)CCl,紫苏子,1,温,肺、大肠,C3H6Cl2O2S,177.05,0,1,14,8,5,89.999999196028,-1586.847256733253,0.09747402,61.17,0.00646643,0.00141627,0.00141627,0.00929897,-1586.74048374,0.00094421,-1586.73953953,0.0,0.01144178,0.01456764,0.01968026,0.04568968,28.67,0.06202753,-1586.78522921,-0.315936,-8.597,-0.067968,-1.8495,0.247968,6.7475,-1.156302563,0.24217101,-0.688582479,1.367416632,3.47569686,0.076903,0.017776,0.016302,2305.503081,532.907526,488.735151,36,0,38.54,38.54,3147.96,36,203.45
15421,CC1(CCCC1)C,川芎,1,温,肝、胆、心包,C7H14,98.19,0,1,21,7,2,55.999991997367,-275.116206613835,0.19605133,123.02,0.00490331,0.00141627,0.00141627,0.00773585,-274.91241943,0.00094421,-274.91147522,0.0,0.00795559,0.01297013,0.01884536,0.03977108,24.96,0.16496031,-274.9512463,-0.301449,-8.2028,0.026568,0.7229,0.328017,8.925699999999999,-0.018239632,0.000581322,0.00601817,0.019215631,0.048842252,0.129584,0.072723,0.069729,3884.836135,2180.189166,2090.421248,57,0,91.39,91.39,3097.22,57,72.19
15440,C1CCC(CC1)CCBr,杜仲叶,1,温,肝、肾,C8H15Br,191.11,0,1,24,9,3,97.999998192412,-2887.876803047995,0.21719686,136.29,0.00687441,0.00141627,0.00141627,0.00970695,-2887.64989923,0.00094421,-2887.64895503,0.0,0.0118085,0.01475043,0.01978852,0.04634745,29.08,0.18150057,-2887.69530248,-0.270643,-7.3646,-0.00639,-0.1739,0.264253,7.1907000000000005,1.008409599,0.151939723,-0.189445505,1.037239219,2.636452572,0.125917,0.011291,0.010643,3774.887232,338.482461,319.073043,66,0,55.05,55.05,3160.43,66,79.33
15478,C[C@]12CC[C@@H](C[C@H]1CC[C@@H]3[C@@H]2C[C@H]([C@]4([C@@]3(CC[C@@H]4C5=CC(=O)OC5)O)C)O)O,菊苣,1,寒,肝、胆、胃,C23H34O5,390.52,0,1,62,28,3,211.999969323837,-1272.889033459027,0.54603926,342.64,0.02296379,0.00141627,0.00141627,0.02579633,-1272.31719787,0.00094421,-1272.31625366,0.0,0.03913616,0.01697646,0.02080064,0.07691326,48.26,0.49586654,-1272.39316692,-0.26595,-7.2369,-0.042971,-1.1693,0.222979,6.0676000000000005,2.243431282,-0.682462643,0.270720698,2.360514535,5.999951125,0.015616,0.003024,0.00287,468.151364,90.66071,86.043067,180,0,22.05,22.05,3800.62,180,672.06
15480,CC1=C(CCCC1)C,木香,1,温,脾、胃、大肠、三焦、胆,C8H14,110.2,0,1,22,8,2,62.000000065196,-313.207440450126,0.20125473,126.29,0.00587751,0.00141627,0.00141627,0.00871005,-312.99747567,0.00094421,-312.99653146,0.0,0.00991193,0.01344509,0.0190088,0.04236582,26.58,0.16854317,-313.03889728,-0.221657,-6.0316,0.02439,0.6637,0.246047,6.6953,-0.029939462,-4.3494e-05,0.000638189,0.029946295,0.076117432,0.090492,0.065543,0.04051,2712.881022,1964.917846,1214.471117,60,0,120.26,120.26,3138.86,60,110.53
15504,CCC1CCCCC1,杜仲叶 | 枇杷叶 | 牵牛子 | 紫苏,4,温 | 微寒 | 寒 | 温,肝、肾 | 肺、胃 | 肺、肾、大肠 | 肺、脾,C8H16,112.22,0,1,24,8,2,64.000004478436,-314.427372884577,0.22611996,141.89,0.00567814,0.00141627,0.00141627,0.00851068,-314.19274224,0.00094421,-314.19179803,0.0,0.00933898,0.01355076,0.01903448,0.04192421,26.31,0.19365064,-314.23372225,-0.289207,-7.8697,0.035776,0.9735,0.324983,8.8432,0.019888404,-0.0058974,-0.013487083,0.024743269,0.062892391,0.127748,0.043109,0.03488,3829.795596,1292.362531,1045.669546,66,0,83.16,83.16,3094.67,66,93.87
15506,CCCCC1CCCCC1,党参,1,平,脾、肺,C10H20,140.27,0,1,30,10,2,79.999981264496,-393.034761277676,0.28284906,177.49,0.00842886,0.00141627,0.00141627,0.0112614,-392.74065082,0.00094421,-392.73970661,0.0,0.01447974,0.01443363,0.01935051,0.04826387,30.29,0.24679079,-392.78797048,-0.28626,-7.7895,0.035402,0.9633,0.321662,8.7528,0.023767839,-0.003306921,-0.013005799,0.027294628,0.069377431,0.114325,0.016861,0.015357,3427.372697,505.470294,460.378301,84,0,51.94,51.94,3085.88,84,137.21
15595,C1CCCCCC(CCCCC1)O,白芷 | 红花,2,温 | 温,胃、大肠、肺 | 心、肝,C12H24O,184.32,0,1,37,13,3,103.999985150329,-546.85189690355,0.34697687,217.73,0.01110487,0.00141627,0.00141627,0.01393742,-546.49098262,0.00094421,-546.49003841,0.0,0.01868779,0.01504757,0.01973732,0.05347267,33.55,0.30838582,-546.54351108,-0.265866,-7.2346,0.030218,0.8223,0.296084,8.0569,0.675267597,-0.299913462,0.128734697,0.750004689,1.906360419,0.032581,0.018819,0.013151,976.75571,564.175119,394.25917,105,0,53.8,53.8,3783.94,105,142.32
15600,CCCCCCCCCC,人参叶 | 干姜 | 木贼 | 枇杷叶 | 桑叶 | 牛膝 | 牡荆叶 | 独活 | 细辛 | 芫荽 | 茺蔚子 | 菊花 | 零陵香,13,寒 | 热 | 平 | 微寒 | 寒 | 平 | 微寒 | 微温 | 温 | 温 | 微寒 | 微寒 | 温,肺、胃 | 脾、胃、肾、心、肺 | 肺、肝 | 肺、胃 | 肺、肝 | 肝、肾 | 肺、肝 | 肾、膀胱 | 心、肺、肾 | 肺、脾 | 肝、心包 | 肺、肝 | 肺,C10H22,142.29,0,1,32,10,2,81.999978759109,-394.233633109118,0.30186608,189.42,0.01103737,0.00141627,0.00141627,0.01386991,-393.91789712,0.00094421,-393.91695291,0.0,0.02013007,0.01461576,0.01937072,0.05411655,33.96,0.26256365,-393.97106946,-0.295289,-8.0352,0.033208,0.9036,0.32849700000000004,8.9388,-6.97e-07,-1.643e-06,3.1786e-05,3.1836e-05,8.092e-05,0.28517,0.00846,0.008342,8549.175873,253.624009,250.092958,90,0,31.47,31.47,3085.98,90,224.2
15605,CCCCCCCCCCCOC(=O)C,陈皮,1,温,肺、脾,C13H26O2,214.35,0,1,41,15,3,119.999973005464,-661.408705505758,0.37300725,234.07,0.01693535,0.00141627,0.00141627,0.0197679,-661.01593036,0.00094421,-661.01498615,0.0,0.03198268,0.01595041,0.01995106,0.06788415,42.6,0.32583521,-661.08287029,-0.27498,-7.4826,0.009327,0.2538,0.284307,7.7364,-0.51143372,0.725746956,-0.002045527,0.887849806,2.256734862,0.14831,0.002852,0.002816,4446.219546,85.507692,84.415652,117,0,16.08,16.08,3156.99,117,424.42
